Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2013/10/28, 13:14:12, -52.475304, 169.224579, 75.14,  180.00, 26, 0, 4.14, 1
2013/10/28, 13:19:14, -52.475323, 169.224548, 78.83,  684.00, 254, 0, 2.98, 1
2013/10/28, 13:24:16, -52.475304, 169.224564, 76.33,  1008.00, 123, 0, 2.37, 1
2013/10/28, 13:29:17, -52.475338, 169.224579, 92.63,  1800.00, 143, 0, 3.91, 1
2013/10/28, 13:34:21, -52.475281, 169.224548, 71.60,  864.00, 336, 0, 6.68, 1
2013/10/28, 13:39:26, -52.475327, 169.224640, 84.24,  0.00, 152, 0, 8.06, 1
2013/10/28, 13:44:32, -52.474880, 169.224152, 25.63,  0.00, 134, 0, 59.69, 1
2013/10/28, 13:49:36, -52.474983, 169.224274, 24.47,  0.00, 76, 0, 14.12, 1
2013/10/28, 13:54:44, -52.475254, 169.224472, 60.76,  0.00, 52, 0, 32.98, 1
2013/10/28, 13:59:49, -52.475224, 169.224533, 65.82,  0.00, 166, 0, 5.31, 1
2013/10/28, 14:05:20, -52.475182, 169.224625, -24.23,  144.00, 337, 0, 7.79, 1
2013/10/28, 14:10:43, -52.475250, 169.224625, -24.63,  288.00, 78, 0, 7.56, 1
2013/10/28, 14:16:45, -52.475292, 169.224594, -24.41,  72.00, 50, 0, 5.12, 1
2013/10/28, 14:23:25, -52.475342, 169.224564, -24.68,  216.00, 76, 0, 5.92, 1
2013/10/28, 14:30:57, -52.475372, 169.224518, -24.75,  36.00, 110, 0, 4.56, 1
2013/10/28, 14:38:50, -52.475422, 169.224380, -24.74,  360.00, 54, 0, 10.88, 1
2013/10/28, 14:47:02, -52.475319, 169.224609, 72.55,  108.00, 169, 0, 19.28, 1
2013/10/28, 14:55:29, -52.475315, 169.224533, 83.41,  36.00, 350, 0, 5.17, 1
2013/10/28, 15:00:34, -52.475365, 169.224609, 95.22,  2376.00, 338, 0, 7.58, 1
2013/10/28, 15:05:35, -52.475372, 169.224777, 137.79,  180.00, 264, 0, 11.41, 1
2013/10/28, 15:10:35, -52.475315, 169.224594, 138.82,  756.00, 96, 0, 13.92, 1
2013/10/28, 15:15:38, -52.475338, 169.224716, 162.12,  0.00, 335, 0, 8.65, 1
2013/10/28, 15:20:38, -52.475182, 169.224609, 159.60,  612.00, 227, 0, 18.80, 1
2013/10/28, 15:25:41, -52.475327, 169.224564, 79.62,  324.00, 62, 0, 16.41, 1
2013/10/28, 15:30:45, -52.475262, 169.224564, 82.94,  576.00, 186, 0, 7.23, 1
2013/10/28, 15:35:46, -52.475185, 169.224701, 91.93,  0.00, 107, 0, 12.63, 1
2013/10/28, 15:40:49, -52.475323, 169.224503, 54.72,  0.00, 73, 0, 20.38, 1
2013/10/28, 15:45:54, -52.475307, 169.224579, 60.18,  468.00, 52, 0, 5.45, 1
2013/10/28, 15:50:58, -52.475346, 169.224564, 63.79,  828.00, 131, 0, 4.45, 1
2013/10/28, 15:56:01, -52.475330, 169.224518, 52.73,  0.00, 270, 0, 3.59, 1
2013/10/28, 16:01:04, -52.475624, 169.224762, 127.07,  900.00, 37, 0, 36.63, 1
2013/10/28, 16:06:04, -52.475220, 169.224838, 130.32,  0.00, 41, 0, 45.22, 1
2013/10/28, 16:11:05, -52.475403, 169.224396, 44.44,  5184.00, 197, 0, 36.20, 1
2013/10/28, 16:16:07, -52.475330, 169.224579, 75.72,  0.00, 244, 0, 14.82, 1
2013/10/28, 16:21:10, -52.475353, 169.224472, 55.72,  792.00, 236, 0, 7.69, 1
2013/10/28, 16:26:13, -52.475224, 169.224899, 121.49,  0.00, 27, 0, 32.28, 1
2013/10/28, 16:31:16, -52.475273, 169.224686, 73.83,  2052.00, 270, 0, 15.42, 1
2013/10/28, 16:36:20, -52.475246, 169.224747, 78.02,  0.00, 236, 0, 5.11, 1
2013/10/28, 16:41:24, -52.475220, 169.224655, 80.02,  5688.00, 63, 0, 6.87, 1
2013/10/28, 16:46:29, -52.475273, 169.224731, 88.00,  5616.00, 52, 0, 7.82, 1
2013/10/28, 16:51:34, -52.475086, 169.224915, 57.59,  0.00, 152, 0, 24.24, 1
2013/10/28, 16:56:40, -52.475086, 169.224915, 57.59,  0.00, 152, 0, 0.00, 1
2013/10/28, 17:02:21, -52.475506, 169.222778, 89.57,  828.00, 123, 0, 152.09, 1
2013/10/28, 17:08:20, -52.477070, 169.217560, 101.57,  2916.00, 223, 0, 393.88, 1
2013/10/28, 17:13:21, -52.478428, 169.213776, 46.03,  6444.00, 188, 0, 297.45, 1
2013/10/28, 17:18:25, -52.480408, 169.210754, 126.77,  3816.00, 214, 0, 300.60, 1
2013/10/28, 17:23:30, -52.482552, 169.209991, 207.42,  5148.00, 123, 0, 243.94, 1
2013/10/28, 17:28:36, -52.482552, 169.209991, 207.42,  5148.00, 123, 0, 0.00, 1
2013/10/28, 17:33:42, -52.482239, 169.209869, 140.19,  2124.00, 85, 0, 35.77, 1
2013/10/28, 17:38:50, -52.482212, 169.209686, 120.58,  3132.00, 87, 0, 12.75, 1
2013/10/28, 19:04:06, -52.482212, 169.209686, 120.58,  3132.00, 87, 0, 0.00, 1
2013/10/28, 19:12:00, -52.482445, 169.209564, 118.83,  1440.00, 94, 0, 27.19, 1
2013/10/28, 19:17:01, -52.482151, 169.209610, 217.06,  0.00, 86, 0, 32.84, 1
2013/10/28, 19:22:01, -52.482239, 169.209763, 177.73,  0.00, 185, 0, 14.25, 1
2013/10/28, 19:27:01, -52.481781, 169.209839, 288.49,  0.00, 171, 0, 51.19, 1
2013/10/28, 19:32:00, -52.480862, 169.210205, 508.62,  0.00, 280, 0, 105.15, 1
2013/10/28, 19:37:01, -52.481152, 169.210358, 433.27,  0.00, 59, 0, 33.87, 1
2013/10/28, 19:42:02, -52.480888, 169.210571, 452.40,  0.00, 92, 0, 32.71, 1
2013/10/28, 19:47:05, -52.481247, 169.210266, 349.79,  0.00, 30, 0, 44.95, 1
2013/10/28, 19:52:10, -52.481647, 169.210129, 264.07,  0.00, 322, 0, 45.44, 1
2013/10/28, 19:57:23, -52.482094, 169.209869, 179.93,  1692.00, 296, 0, 52.73, 1
2013/10/28, 20:06:30, -52.481575, 169.210266, 270.77,  5652.00, 188, 0, 63.67, 1
2013/10/28, 20:31:43, -52.481575, 169.210266, 270.77,  5652.00, 188, 0, 0.00, 1
2013/10/28, 21:11:13, -52.481762, 169.210709, 270.99,  2412.00, 249, 0, 36.50, 1
2013/10/29, 11:44:46, -52.481762, 169.210709, 270.99,  2412.00, 249, 0, 0.00, 1
2013/10/29, 11:50:40, -52.475288, 169.224579, 72.71,  0.00, 212, 0, 1183.46, 1
2013/10/29, 11:55:45, -52.475216, 169.224579, 64.35,  0.00, 169, 0, 8.01, 1
2013/10/29, 12:01:27, -52.475319, 169.224579, 79.17,  252.00, 33, 0, 11.45, 1
2013/10/29, 12:09:30, -52.475330, 169.224564, 131.50,  900.00, 17, 0, 1.59, 1
2013/10/29, 12:14:18, -52.475342, 169.224548, 125.72,  828.00, 6, 0, 1.72, 1
2013/10/29, 12:19:12, -52.475227, 169.224609, 143.33,  396.00, 334, 0, 13.44, 1
2013/10/29, 12:24:04, -52.475235, 169.224747, 194.85,  72.00, 150, 0, 9.39, 1
2013/10/29, 12:28:56, -52.475250, 169.224808, 173.00,  684.00, 12, 0, 4.46, 1
2013/10/29, 12:33:49, -52.475094, 169.225082, 263.44,  0.00, 22, 0, 25.40, 1
2013/10/29, 12:38:44, -52.474911, 169.225220, 269.56,  0.00, 47, 0, 22.39, 1
2013/10/29, 12:43:38, -52.475029, 169.225098, 213.72,  0.00, 188, 0, 15.51, 1
2013/10/29, 12:48:34, -52.474876, 169.225372, 239.87,  0.00, 338, 0, 25.18, 1
2013/10/29, 12:53:29, -52.474926, 169.225266, 195.27,  0.00, 1, 0, 9.08, 1
2013/10/29, 12:58:25, -52.475056, 169.224991, 126.28,  0.00, 202, 0, 23.58, 1
2013/10/29, 13:03:40, -52.475342, 169.224625, 75.65,  0.00, 10, 0, 40.32, 1
2013/10/29, 13:08:45, -52.475681, 169.223999, 15.61,  0.00, 19, 0, 56.73, 1
2013/10/29, 13:13:52, -52.475727, 169.223785, 7.87,  0.00, 132, 0, 15.37, 1
2013/10/29, 13:18:55, -52.475437, 169.224274, 68.82,  6912.00, 219, 0, 46.22, 1
2013/10/29, 13:24:23, -52.475250, 169.224487, 65.03,  0.00, 98, 0, 25.31, 1
2013/10/29, 13:31:01, -52.475231, 169.224457, 62.36,  1008.00, 190, 0, 2.93, 1
2013/10/29, 13:37:58, -52.475201, 169.224350, 61.70,  0.00, 143, 0, 7.98, 1
2013/10/29, 13:44:17, -52.475285, 169.224548, 60.80,  0.00, 323, 0, 16.34, 1
2013/10/29, 13:50:36, -52.475357, 169.224609, 62.07,  0.00, 25, 0, 9.01, 1
2013/10/29, 13:56:22, -52.475342, 169.224670, 55.07,  0.00, 348, 0, 4.46, 1
2013/10/29, 14:02:56, -52.475250, 169.224548, 49.37,  216.00, 8, 0, 13.15, 1
2013/10/29, 14:12:20, -52.475323, 169.224564, 53.67,  144.00, 47, 0, 8.19, 1
2013/10/29, 14:22:32, -52.475346, 169.224564, 67.82,  360.00, 190, 0, 2.56, 1
2013/10/29, 14:30:52, -52.475304, 169.224594, 61.95,  1044.00, 134, 0, 5.09, 1
2013/10/29, 14:35:41, -52.475296, 169.224609, 54.79,  0.00, 165, 0, 1.35, 1
2013/10/29, 14:40:30, -52.475330, 169.224564, 69.67,  0.00, 70, 0, 4.86, 1
2013/10/29, 14:45:20, -52.475285, 169.224625, 61.43,  0.00, 49, 0, 6.49, 1
2013/10/29, 14:50:10, -52.475311, 169.224548, 68.21,  0.00, 38, 0, 5.96, 1
2013/10/29, 14:54:58, -52.475323, 169.224564, 61.26,  0.00, 200, 0, 1.72, 1
2013/10/29, 14:59:46, -52.475307, 169.224579, 61.77,  0.00, 223, 0, 2.05, 1
2013/10/29, 15:04:35, -52.475304, 169.224594, 67.01,  0.00, 317, 0, 1.07, 1
2013/10/29, 15:09:22, -52.475342, 169.224594, 60.42,  0.00, 116, 0, 4.23, 1
2013/10/29, 15:14:09, -52.475338, 169.224564, 52.19,  0.00, 277, 0, 2.08, 1
2013/10/29, 15:18:58, -52.475319, 169.224594, 61.97,  0.00, 261, 0, 2.93, 1
2013/10/29, 15:23:45, -52.475304, 169.224609, 56.96,  0.00, 225, 0, 1.95, 1
2013/10/29, 15:28:32, -52.475311, 169.224640, 65.30,  0.00, 144, 0, 2.24, 1
2013/10/29, 15:33:21, -52.475285, 169.224655, 54.26,  0.00, 14, 0, 3.06, 1
2013/10/29, 15:38:07, -52.475273, 169.224609, 58.38,  0.00, 343, 0, 3.39, 1
2013/10/29, 15:43:00, -52.475342, 169.224609, 79.65,  0.00, 216, 0, 7.67, 1
2013/10/29, 15:47:51, -52.475292, 169.224609, 80.47,  0.00, 244, 0, 5.56, 1
2013/10/29, 15:53:04, -52.475288, 169.224564, 65.11,  756.00, 156, 0, 3.08, 1
2013/10/29, 15:59:00, -52.475338, 169.224457, 75.19,  0.00, 290, 0, 9.13, 1
2013/10/29, 16:04:09, -52.475300, 169.224579, 58.55,  0.00, 318, 0, 9.28, 1
2013/10/29, 16:09:16, -52.475330, 169.224609, 76.78,  0.00, 95, 0, 3.91, 1
2013/10/29, 16:14:21, -52.475300, 169.224564, 64.78,  0.00, 350, 0, 4.52, 1
2013/10/29, 16:19:25, -52.475285, 169.224411, 83.03,  0.00, 98, 0, 10.50, 1
2013/10/29, 16:24:30, -52.475090, 169.224045, 115.61,  0.00, 121, 0, 32.93, 1
2013/10/29, 16:29:37, -52.475246, 169.224472, 72.50,  0.00, 23, 0, 33.72, 1
2013/10/29, 16:34:44, -52.475513, 169.224884, 39.74,  0.00, 27, 0, 40.74, 1
2013/10/29, 16:39:52, -52.475433, 169.224777, 43.73,  0.00, 359, 0, 11.47, 1
2013/10/29, 16:44:59, -52.475662, 169.225159, -12.25,  0.00, 18, 0, 36.30, 1
2013/10/29, 16:50:07, -52.475903, 169.225281, -53.74,  0.00, 203, 0, 28.04, 1
2013/10/29, 16:55:16, -52.476810, 169.225677, -87.84,  0.00, 83, 0, 104.36, 1
2013/10/29, 17:00:47, -52.476337, 169.225037, -86.47,  3024.00, 147, 0, 68.15, 1
2013/10/29, 17:06:23, -52.475945, 169.224411, 73.09,  324.00, 119, 0, 60.81, 1
2013/10/29, 17:13:52, -52.475952, 169.224304, 55.24,  0.00, 121, 0, 7.29, 1
2013/10/29, 17:18:54, -52.475964, 169.224289, 60.41,  0.00, 355, 0, 1.68, 1
2013/10/29, 17:23:57, -52.475952, 169.224319, 60.16,  0.00, 271, 0, 2.43, 1
2013/10/29, 17:29:00, -52.475506, 169.223557, 11.96,  4176.00, 330, 0, 71.57, 1
2013/10/29, 17:34:05, -52.475689, 169.223923, 19.33,  0.00, 342, 0, 32.07, 1
2013/10/29, 17:39:12, -52.476322, 169.220337, 87.01,  3456.00, 264, 0, 252.87, 1
2013/10/29, 17:44:15, -52.477390, 169.215500, 61.24,  5832.00, 218, 0, 348.46, 1
2013/10/29, 17:49:23, -52.479507, 169.211990, 80.88,  4824.00, 244, 0, 334.54, 1
2013/10/29, 17:54:30, -52.481335, 169.208908, 46.46,  0.00, 197, 0, 291.34, 1
2013/10/29, 17:59:32, -52.482265, 169.209610, 116.91,  0.00, 21, 0, 113.81, 1
2013/10/29, 18:08:51, -52.482265, 169.209610, 116.91,  0.00, 21, 0, 0.00, 1
2013/10/29, 18:32:18, -52.481976, 169.210281, 168.94,  0.00, 0, 0, 55.65, 1
2013/10/29, 18:56:33, -52.482105, 169.210037, 96.94,  360.00, 83, 0, 21.88, 1
2013/10/29, 19:14:45, -52.482422, 169.209717, 171.16,  5040.00, 12, 0, 41.38, 1
2013/10/29, 19:32:37, -52.482220, 169.210236, 220.23,  1620.00, 339, 0, 41.71, 1
2013/10/29, 19:47:03, -52.482323, 169.209717, 138.90,  2916.00, 70, 0, 36.96, 1
2013/10/29, 20:02:39, -52.482315, 169.209610, 122.78,  0.00, 189, -4, 7.30, 1
